No,PM_US_Post,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
37395,39,2014,4,8,2,1,10,82.01,1016,13,SE,29,1.8,2.1
37396,40,2014,4,8,3,1,11,87.66,1016,13,SE,31,0,0
37397,48,2014,4,8,4,1,11,87.66,1016,13,SE,32,0.1,0.1
37398,48,2014,4,8,5,1,11,87.66,1016,13,SE,34,0,0
37399,48,2014,4,8,6,1,11,87.66,1016,13,SE,35,0,0
37400,53,2014,4,8,7,1,11,87.66,1017,13,cv,0,0,0
37401,56,2014,4,8,8,1,11,82.14,1017,14,SE,2,0.1,0.1
37402,66,2014,4,8,9,1,13,82.4,1017,16,cv,0,0,0
37403,94,2014,4,8,10,1,13,77.32,1017,17,NE,1,0,0
37404,88,2014,4,8,11,1,14,72.78,1017,19,SW,3,0,0
37405,91,2014,4,8,12,1,13,60.27,1016,21,cv,1,0,0
37406,95,2014,4,8,13,1,13,56.69,1016,22,cv,2,0,0
37407,76,2014,4,8,14,1,12,53.1,1015,22,NE,3,0,0
37408,70,2014,4,8,15,1,9,43.47,1014,22,NE,6,0,0
37409,70,2014,4,8,16,1,10,46.49,1014,22,NE,10,0,0
37410,71,2014,4,8,17,1,11,52.83,1015,21,NE,14,0,0
37411,56,2014,4,8,18,1,12,60.03,1015,20,SE,4,0,0
37412,66,2014,4,8,19,1,12,67.99,1016,18,SE,8,0,0
37413,61,2014,4,8,20,1,11,67.78,1016,17,SE,11,0,0
37414,60,2014,4,8,21,1,11,72.23,1017,16,SE,14,0,0
37415,65,2014,4,8,22,1,12,82.27,1017,15,SE,17,0,0
37416,73,2014,4,8,23,1,12,82.27,1017,15,SE,20,0,0
37417,54,2014,4,9,0,1,12,87.75,1017,14,SE,23,0,0
37418,65,2014,4,9,1,1,12,87.75,1017,14,SE,27,0,0
37419,68,2014,4,9,2,1,12,87.75,1016,14,SE,30,0,0
37420,65,2014,4,9,3,1,12,87.75,1016,14,SE,32,0,0
37421,59,2014,4,9,4,1,11,87.66,1016,13,SW,2,0,0
37422,69,2014,4,9,5,1,11,87.66,1017,13,SE,1,0,0
37423,58,2014,4,9,6,1,11,87.66,1017,13,SE,3,0,0
37424,51,2014,4,9,7,1,11,87.66,1018,13,NE,2,0,0
37425,53,2014,4,9,8,1,11,82.14,1018,14,SE,2,0,0
37426,64,2014,4,9,9,1,11,72.23,1018,16,SE,4,0,0
37427,71,2014,4,9,10,1,12,72.42,1019,17,NW,2,0,0
37428,77,2014,4,9,11,1,12,60.03,1018,20,NW,3,0,0
37429,83,2014,4,9,12,1,11,49.7,1017,22,cv,2,0,0
37430,84,2014,4,9,13,1,10,43.76,1016,23,SE,3,0,0
37431,67,2014,4,9,14,1,9,38.53,1015,24,SW,3,0,0
37432,66,2014,4,9,15,1,9,38.53,1015,24,NE,2,0,0
37433,56,2014,4,9,16,1,12,53.1,1015,22,SE,5,0,0
37434,61,2014,4,9,17,1,12,56.44,1015,21,SE,10,0,0
37435,52,2014,4,9,18,1,12,63.87,1015,19,SE,15,0,0
37436,55,2014,4,9,19,1,11,63.64,1015,18,SE,19,0,0
37437,59,2014,4,9,20,1,11,72.23,1016,16,SE,23,0,0
37438,67,2014,4,9,21,1,11,77.01,1017,15,SE,26,0,0
37439,57,2014,4,9,22,1,11,77.01,1017,15,SE,29,0,0
37440,62,2014,4,9,23,1,11,82.14,1017,14,SE,32,0,0
37441,55,2014,4,10,0,1,11,82.14,1018,14,SE,35,0,0
37442,54,2014,4,10,1,1,11,82.14,1017,14,SE,37,0,0
37443,59,2014,4,10,2,1,11,82.14,1017,14,SE,40,0,0
37444,48,2014,4,10,3,1,11,87.66,1017,13,SE,43,0,0
37445,49,2014,4,10,4,1,10,82.01,1017,13,SE,46,0,0
37446,49,2014,4,10,5,1,10,82.01,1017,13,SE,49,0,0
37447,52,2014,4,10,6,1,10,82.01,1018,13,NE,1,0,0
37448,57,2014,4,10,7,1,11,77.01,1018,15,SE,2,0,0
37449,62,2014,4,10,8,1,10,63.41,1019,17,SE,4,0,0
37450,75,2014,4,10,9,1,8,45.93,1019,20,SE,7,0,0
37451,74,2014,4,10,10,1,7,37.95,1019,22,SE,10,0,0
37452,72,2014,4,10,11,1,8,36,1019,24,SE,13,0,0
37453,65,2014,4,10,12,1,4,25.72,1017,25,SE,16,0,0
37454,51,2014,4,10,13,1,4,22.86,1017,27,SW,2,0,0
37455,49,2014,4,10,14,1,1,19.58,1016,26,SE,3,0,0
37456,39,2014,4,10,15,1,1,19.58,1015,26,SE,7,0,0
37457,42,2014,4,10,16,1,1,19.58,1015,26,SE,12,0,0
37458,46,2014,4,10,17,1,3,25.45,1015,24,SE,17,0,0
37459,52,2014,4,10,18,1,0,23.15,1015,22,SE,21,0,0
37460,55,2014,4,10,19,1,3,32.46,1015,20,NE,5,0,0
37461,54,2014,4,10,20,1,5,39.75,1016,19,SE,4,0,0
37462,64,2014,4,10,21,1,7,51.75,1017,17,SE,7,0,0
37463,53,2014,4,10,22,1,8,59.04,1017,16,SE,13,0,0
37464,57,2014,4,10,23,1,8,62.95,1017,15,SE,18,0,0
37465,51,2014,4,11,0,1,9,71.85,1017,14,SE,21,0,0
37466,55,2014,4,11,1,1,10,76.84,1016,14,SE,25,0,0
37467,50,2014,4,11,2,1,9,76.68,1016,13,SE,30,0,0
37468,52,2014,4,11,3,1,9,76.68,1015,13,SE,35,0,0
37469,50,2014,4,11,4,1,9,76.68,1015,13,SE,39,0,0
37470,54,2014,4,11,5,1,9,81.88,1015,12,SE,44,0,0
37471,47,2014,4,11,6,1,9,76.68,1016,13,SE,47,0,0
37472,44,2014,4,11,7,1,9,76.68,1016,13,SE,52,0,0
37473,50,2014,4,11,8,1,9,67.36,1016,15,SE,56,0,0
37474,55,2014,4,11,9,1,8,59.04,1016,16,SE,61,0,0
37475,50,2014,4,11,10,1,9,52.3,1016,19,SE,65,0,0
37476,50,2014,4,11,11,1,9,49.15,1015,20,SE,70,0,0
37477,48,2014,4,11,12,1,8,40.63,1014,22,SE,76,0,0
37478,54,2014,4,11,13,1,8,40.63,1013,22,SE,81,0,0
37479,47,2014,4,11,14,1,8,43.19,1013,21,SE,86,0,0
37480,45,2014,4,11,15,1,8,40.63,1012,22,SE,90,0,0
37481,52,2014,4,11,16,1,8,45.93,1012,20,SE,96,0,0
37482,47,2014,4,11,17,1,11,63.64,1013,18,SE,102,0,0
37483,47,2014,4,11,18,1,12,72.42,1013,17,SE,107,0.1,0.1
37484,49,2014,4,11,19,1,12,77.17,1013,16,SE,112,0.8,0.9
37485,50,2014,4,11,20,1,13,87.84,1013,15,SE,117,0.7,1.6
37486,42,2014,4,11,21,1,13,87.84,1013,15,SE,124,0,0
37487,40,2014,4,11,22,1,13,87.84,1014,15,SE,129,0.5,0.5
37488,39,2014,4,11,23,1,13,87.84,1012,15,SE,136,0,0
37489,38,2014,4,12,0,1,14,87.93,1012,16,SE,141,0.2,0.2
37490,31,2014,4,12,1,1,14,87.93,1011,16,SE,148,0.3,0.5
37491,32,2014,4,12,2,1,14,87.93,1010,16,SE,153,2.9,3.4
37492,28,2014,4,12,3,1,14,87.93,1010,16,SE,157,7.3,10.7
37493,21,2014,4,12,4,1,14,87.93,1009,16,SE,162,11.1,21.8
37494,21,2014,4,12,5,1,14,87.93,1009,16,NE,6,7.6,29.4
37495,21,2014,4,12,6,1,14,87.93,1009,16,SE,6,9.2,38.6
37496,25,2014,4,12,7,1,14,87.93,1009,16,SE,13,2.7,41.3
37497,32,2014,4,12,8,1,15,93.8,1009,16,SE,19,0.9,42.2
37498,30,2014,4,12,9,1,15,88.02,1010,17,SE,22,0.8,43
37499,36,2014,4,12,10,1,15,88.02,1010,17,SE,26,0.3,43.3
37500,35,2014,4,12,11,1,16,93.84,1010,17,SE,30,0,0
37501,45,2014,4,12,12,1,16,93.84,1010,17,SW,2,0.3,0.3
37502,61,2014,4,12,13,1,16,88.11,1009,18,SW,5,0.2,0.5
37503,61,2014,4,12,14,1,16,88.11,1009,18,SW,7,0,0
37504,74,2014,4,12,15,1,16,88.11,1008,18,NW,3,0,0
37505,80,2014,4,12,16,1,16,88.11,1009,18,NW,6,0,0
37506,83,2014,4,12,17,1,16,88.11,1009,18,NW,10,0,0
37507,98,2014,4,12,18,1,15,82.65,1009,18,NW,15,0,0
37508,112,2014,4,12,19,1,15,82.65,1010,18,NW,19,0,0
37509,129,2014,4,12,20,1,15,88.02,1010,17,NW,23,0,0
37510,87,2014,4,12,21,1,15,88.02,1011,17,NW,27,0,0
37511,68,2014,4,12,22,1,15,88.02,1011,17,NW,33,0,0
37512,70,2014,4,12,23,1,13,82.4,1012,16,NW,38,0,0
37513,69,2014,4,13,0,1,13,82.4,1012,16,NW,43,0,0
37514,66,2014,4,13,1,1,13,82.4,1012,16,NW,48,0,0
37515,78,2014,4,13,2,1,13,87.84,1011,15,NW,54,0,0
37516,70,2014,4,13,3,1,13,87.84,1012,15,NW,59,0,0
37517,41,2014,4,13,4,1,13,93.7,1012,14,NW,65,0,0
37518,22,2014,4,13,5,1,12,87.75,1013,14,NW,70,0,0
37519,17,2014,4,13,6,1,12,87.75,1014,14,NW,75,0,0
37520,15,2014,4,13,7,1,12,87.75,1014,14,NE,5,0,0
37521,16,2014,4,13,8,1,12,87.75,1015,14,NE,10,0.1,0.1
37522,20,2014,4,13,9,1,12,87.75,1016,14,NE,15,0.2,0.3
37523,27,2014,4,13,10,1,12,87.75,1017,14,NE,20,0,0
37524,27,2014,4,13,11,1,12,87.75,1018,14,NE,26,0.1,0.1
37525,35,2014,4,13,12,1,12,87.75,1017,14,NE,31,0,0
37526,41,2014,4,13,13,1,12,87.75,1018,14,NE,35,0,0
37527,38,2014,4,13,14,1,12,87.75,1018,14,NE,40,0,0
37528,54,2014,4,13,15,1,11,82.14,1017,14,NE,46,0,0
37529,50,2014,4,13,16,1,11,82.14,1018,14,NE,51,0.1,0.1
37530,40,2014,4,13,17,1,10,76.84,1018,14,NE,56,0,0
37531,50,2014,4,13,18,1,10,76.84,1018,14,NE,61,0,0
37532,53,2014,4,13,19,1,10,76.84,1019,14,NE,65,0,0
37533,47,2014,4,13,20,1,10,76.84,1020,14,NE,68,0,0
37534,49,2014,4,13,21,1,10,76.84,1020,14,NE,71,0,0
37535,60,2014,4,13,22,1,9,76.68,1020,13,NE,74,0,0
37536,69,2014,4,13,23,1,9,87.47,1021,11,NW,2,0,0
37537,69,2014,4,14,0,1,9,87.47,1021,11,NW,4,0,0
37538,71,2014,4,14,1,1,9,87.47,1020,11,NE,2,0,0
37539,68,2014,4,14,2,1,9,87.47,1020,11,NE,3,0,0
37540,68,2014,4,14,3,1,9,93.5,1020,10,cv,0,0,0
37541,73,2014,4,14,4,1,9,93.5,1020,10,NE,1,0,0
37542,78,2014,4,14,5,1,8,93.45,1021,9,cv,0,0,0
37543,80,2014,4,14,6,1,9,87.47,1021,11,NE,1,0,0
37544,79,2014,4,14,7,1,11,87.66,1022,13,NE,3,0,0
37545,61,2014,4,14,8,1,12,87.75,1022,14,NE,4,0,0
37546,49,2014,4,14,9,1,11,72.23,1023,16,NE,6,0,0
37547,60,2014,4,14,10,1,9,52.3,1023,19,NE,8,0,0
37548,61,2014,4,14,11,1,8,43.19,1022,21,NE,10,0,0
37549,61,2014,4,14,12,1,7,40.34,1022,21,NE,14,0,0
37550,63,2014,4,14,13,1,7,37.95,1021,22,NE,18,0,0
37552,73,2014,4,14,15,1,6,37.65,1020,21,NE,4,0,0
37553,70,2014,4,14,16,1,7,40.34,1020,21,NE,8,0,0
37554,62,2014,4,14,17,1,9,49.15,1020,20,NE,12,0,0
37555,45,2014,4,14,18,1,9,52.3,1020,19,SE,5,0,0
37556,56,2014,4,14,19,1,9,55.67,1021,18,SE,9,0,0
37557,43,2014,4,14,20,1,8,55.41,1021,17,SE,13,0,0
37558,51,2014,4,14,21,1,10,67.57,1021,16,SE,16,0,0
37559,52,2014,4,14,22,1,9,67.36,1021,15,SE,18,0,0
37560,56,2014,4,14,23,1,8,62.95,1021,15,SE,20,0,0
37561,61,2014,4,15,0,1,9,71.85,1021,14,SE,23,0,0
37562,63,2014,4,15,1,1,9,71.85,1021,14,SE,25,0,0
37563,69,2014,4,15,2,1,9,76.68,1021,13,SE,27,0,0
37564,66,2014,4,15,3,1,9,76.68,1021,13,SE,29,0,0
37565,69,2014,4,15,4,1,9,76.68,1021,13,SE,32,0,0
37566,65,2014,4,15,5,1,9,81.88,1021,12,SE,35,0,0
37567,64,2014,4,15,6,1,9,81.88,1021,12,SE,39,0,0
37568,55,2014,4,15,7,1,8,71.66,1021,13,SE,44,0,0
37569,44,2014,4,15,8,1,8,62.95,1021,15,SE,49,0,0
37570,41,2014,4,15,9,1,8,55.41,1021,17,SE,54,0,0
37571,34,2014,4,15,10,1,7,48.59,1021,18,SE,59,0,0
37572,34,2014,4,15,11,1,3,32.46,1020,20,SE,66,0,0
37573,34,2014,4,15,12,1,4,32.75,1020,21,SE,73,0,0
37574,30,2014,4,15,13,1,3,32.46,1019,20,SE,80,0,0
37575,28,2014,4,15,14,1,1,26.46,1018,21,SE,87,0,0
37576,28,2014,4,15,15,1,0,23.15,1017,22,SE,94,0,0
37577,27,2014,4,15,16,1,2,28.43,1016,21,SE,101,0,0
37578,29,2014,4,15,17,1,3,34.54,1015,19,SE,108,0,0
37579,30,2014,4,15,18,1,6,45.36,1015,18,SE,115,0,0
37580,36,2014,4,15,19,1,8,55.41,1016,17,SE,123,0,0
37581,38,2014,4,15,20,1,9,63.18,1016,16,SE,130,0,0
37582,32,2014,4,15,21,1,9,63.18,1016,16,SE,137,0,0
37583,30,2014,4,15,22,1,9,63.18,1016,16,SE,144,0,0
37584,34,2014,4,15,23,1,9,63.18,1016,16,SE,151,0,0
37585,28,2014,4,16,0,1,10,67.57,1015,16,SE,157,0,0
37586,29,2014,4,16,1,1,10,67.57,1015,16,SE,163,0,0
37587,31,2014,4,16,2,1,11,72.23,1014,16,SE,168,0,0
37588,29,2014,4,16,3,1,12,77.17,1014,16,SE,171,0.4,0.4
37589,31,2014,4,16,4,1,12,82.27,1015,15,SE,172,3.2,3.6
37590,31,2014,4,16,5,1,12,82.27,1012,15,SE,182,2.3,5.9
37591,36,2014,4,16,6,1,13,87.84,1012,15,SE,188,0.2,6.1
37592,33,2014,4,16,7,1,14,93.75,1012,15,SE,194,0.6,6.7
37593,31,2014,4,16,8,1,14,87.93,1012,16,SE,199,0.9,7.6
37594,29,2014,4,16,9,1,15,93.8,1012,16,SE,204,1.2,8.8
37595,28,2014,4,16,10,1,15,88.02,1012,17,SE,209,0,0
37596,38,2014,4,16,11,1,15,88.02,1012,17,SW,5,0,0
37597,33,2014,4,16,12,1,15,82.65,1011,18,SW,10,0,0
37598,40,2014,4,16,13,1,16,82.77,1010,19,SW,16,0,0
37599,45,2014,4,16,14,1,16,82.77,1010,19,SW,20,0,0
37600,43,2014,4,16,15,1,15,77.64,1009,19,SW,24,0,0
37601,46,2014,4,16,16,1,15,77.64,1009,19,SW,27,0,0
37602,47,2014,4,16,17,1,15,77.64,1009,19,SW,30,0,0
37603,60,2014,4,16,18,1,15,77.64,1009,19,SW,32,0,0
37604,65,2014,4,16,19,1,16,88.11,1009,18,SW,34,0,0
37605,67,2014,4,16,20,1,15,77.64,1010,19,NW,2,0,0
37606,80,2014,4,16,21,1,15,82.65,1011,18,NW,5,0,0
37607,84,2014,4,16,22,1,14,82.52,1011,17,NE,2,0,0
37608,96,2014,4,16,23,1,14,82.52,1010,17,NE,4,0,0
37609,90,2014,4,17,0,1,14,87.93,1010,16,NW,2,0,0
37610,87,2014,4,17,1,1,14,87.93,1010,16,cv,1,0,0
37611,89,2014,4,17,2,1,14,87.93,1009,16,NW,2,0,0
37612,87,2014,4,17,3,1,14,87.93,1009,16,NE,2,0,0
37613,90,2014,4,17,4,1,15,93.8,1008,16,NE,3,0,0
37614,76,2014,4,17,5,1,15,93.8,1008,16,cv,1,0,0
37615,87,2014,4,17,6,1,15,93.8,1008,16,NW,1,0,0
37616,109,2014,4,17,7,1,16,93.84,1008,17,cv,1,0,0
37617,124,2014,4,17,8,1,15,82.65,1009,18,NE,3,0,0
37618,122,2014,4,17,9,1,15,82.65,1011,18,NW,6,0,0
37619,134,2014,4,17,10,1,15,88.02,1010,17,SE,3,0.5,0.5
37620,136,2014,4,17,11,1,15,82.65,1009,18,SE,7,1,1.5
37621,132,2014,4,17,12,1,17,82.89,1009,20,SW,4,0,0
37622,144,2014,4,17,13,1,17,77.94,1009,21,SW,8,0,0
37623,133,2014,4,17,14,1,16,77.79,1009,20,NW,5,0,0
37624,175,2014,4,17,15,1,16,73.14,1009,21,NW,9,0,0
37625,201,2014,4,17,16,1,16,77.79,1009,20,NW,13,0,0
37626,193,2014,4,17,17,1,15,77.64,1009,19,NW,17,0,0
37627,157,2014,4,17,18,1,15,77.64,1010,19,NW,21,0,0
37628,163,2014,4,17,19,1,15,82.65,1011,18,NE,3,0,0
37629,159,2014,4,17,20,1,15,82.65,1012,18,NW,3,0,0
37630,145,2014,4,17,21,1,15,82.65,1013,18,NW,6,0,0
37631,143,2014,4,17,22,1,15,82.65,1013,18,NW,9,0,0
37632,130,2014,4,17,23,1,15,82.65,1014,18,NW,11,0,0
37633,126,2014,4,18,0,1,14,82.52,1014,17,NW,13,0,0
37634,142,2014,4,18,1,1,14,82.52,1014,17,NW,15,0,0
37635,129,2014,4,18,2,1,14,82.52,1014,17,NW,17,0,0
37636,102,2014,4,18,3,1,14,82.52,1013,17,NE,4,0,0
37637,80,2014,4,18,4,1,14,87.93,1014,16,NE,6,0,0
37638,69,2014,4,18,5,1,13,82.4,1014,16,NE,8,0,0
37639,54,2014,4,18,6,1,13,87.84,1015,15,NE,10,0,0
37640,65,2014,4,18,7,1,14,87.93,1015,16,NE,12,0,0
37641,69,2014,4,18,8,1,13,82.4,1016,16,NE,18,0,0
37642,40,2014,4,18,9,1,12,72.42,1016,17,NE,24,0,0
37643,23,2014,4,18,10,1,12,82.27,1017,15,NE,30,0,0
37644,33,2014,4,18,11,1,11,82.14,1017,14,NE,36,0,0
37645,35,2014,4,18,12,1,11,77.01,1017,15,NE,41,0,0
37646,40,2014,4,18,13,1,11,77.01,1016,15,NE,46,0,0
37647,32,2014,4,18,14,1,10,72.04,1016,15,NE,51,0,0
37648,37,2014,4,18,15,1,10,63.41,1015,17,NE,57,0,0
37649,50,2014,4,18,16,1,10,59.54,1015,18,NE,62,0,0
37650,51,2014,4,18,17,1,10,63.41,1015,17,NE,65,0,0
37651,44,2014,4,18,18,1,10,67.57,1015,16,NE,70,0,0
37652,36,2014,4,18,19,1,9,67.36,1016,15,NE,75,0,0
37653,46,2014,4,18,20,1,9,67.36,1016,15,NE,79,0,0
37654,51,2014,4,18,21,1,10,72.04,1016,15,NE,82,0,0
37655,42,2014,4,18,22,1,10,76.84,1016,14,NE,86,0,0
37656,34,2014,4,18,23,1,10,76.84,1016,14,SE,4,0,0
37657,26,2014,4,19,0,1,11,82.14,1015,14,NE,3,0,0
37658,31,2014,4,19,1,1,11,82.14,1014,14,NE,9,0,0
37659,33,2014,4,19,2,1,12,82.27,1014,15,NE,12,0,0
37660,17,2014,4,19,3,1,12,82.27,1013,15,NE,17,0.7,0.7
37661,14,2014,4,19,4,1,12,87.75,1013,14,NE,22,8.2,8.9
37662,16,2014,4,19,5,1,12,87.75,1013,14,NE,26,0,0
37663,26,2014,4,19,6,1,12,87.75,1014,14,NE,30,8.6,8.6
37664,14,2014,4,19,7,1,12,87.75,1013,14,SE,7,1.6,10.2
37665,19,2014,4,19,8,1,12,87.75,1013,14,NE,5,0,0
37666,17,2014,4,19,9,1,12,82.27,1013,15,SE,5,0,0
37667,21,2014,4,19,10,1,12,82.27,1014,15,SE,10,0,0
37668,24,2014,4,19,11,1,12,82.27,1014,15,NE,4,0.1,0.1
37669,24,2014,4,19,12,1,13,87.84,1014,15,NE,8,0.4,0.5
37670,23,2014,4,19,13,1,13,87.84,1014,15,NE,12,0.3,0.8
37671,25,2014,4,19,14,1,13,87.84,1013,15,NE,17,0.2,1
37672,23,2014,4,19,15,1,13,87.84,1013,15,NE,21,0.2,1.2
37673,27,2014,4,19,16,1,13,87.84,1013,15,NE,25,0,0
37674,29,2014,4,19,17,1,13,87.84,1014,15,NE,29,0.2,0.2
37675,35,2014,4,19,18,1,13,87.84,1014,15,NE,32,0.1,0.3
37676,38,2014,4,19,19,1,13,93.7,1015,14,NE,36,0.1,0.4
37677,38,2014,4,19,20,1,12,87.75,1016,14,NE,40,0,0
37678,40,2014,4,19,21,1,12,87.75,1016,14,NE,43,0,0
37679,34,2014,4,19,22,1,12,87.75,1017,14,NE,46,0,0
37680,31,2014,4,19,23,1,12,87.75,1017,14,NE,50,0.2,0.2
37681,29,2014,4,20,0,1,12,87.75,1016,14,NE,54,0.1,0.3
37682,37,2014,4,20,1,1,12,87.75,1016,14,NE,59,0,0
37683,26,2014,4,20,2,1,12,87.75,1016,14,NE,62,0.3,0.3
37684,26,2014,4,20,3,1,12,93.65,1016,13,NE,65,0.3,0.6
37685,34,2014,4,20,4,1,12,93.65,1016,13,NE,68,0,0
37686,29,2014,4,20,5,1,11,87.66,1016,13,NE,72,0,0
37687,32,2014,4,20,6,1,11,82.14,1017,14,NE,75,0,0
37688,33,2014,4,20,7,1,11,82.14,1017,14,NE,78,0,0
37689,36,2014,4,20,8,1,11,77.01,1018,15,NE,82,0,0
37690,33,2014,4,20,9,1,12,77.17,1018,16,NE,86,0,0
37691,35,2014,4,20,10,1,11,72.23,1018,16,NE,89,0,0
37692,33,2014,4,20,11,1,11,72.23,1018,16,NE,92,0,0
37693,35,2014,4,20,12,1,11,67.78,1018,17,NE,95,0,0
37694,44,2014,4,20,13,1,11,67.78,1017,17,NE,98,0,0
37695,45,2014,4,20,14,1,11,67.78,1016,17,NE,101,0,0
37696,49,2014,4,20,15,1,11,67.78,1016,17,NE,104,0,0
37697,43,2014,4,20,16,1,10,63.41,1016,17,NE,108,0,0
37698,45,2014,4,20,17,1,10,63.41,1016,17,NE,112,0,0
37699,53,2014,4,20,18,1,10,72.04,1016,15,NE,117,0,0
37700,50,2014,4,20,19,1,10,72.04,1016,15,NE,121,0,0
37701,54,2014,4,20,20,1,10,72.04,1017,15,NE,124,0,0
37702,48,2014,4,20,21,1,10,76.84,1017,14,NE,128,0,0
37703,44,2014,4,20,22,1,10,76.84,1017,14,NE,131,0,0
37704,38,2014,4,20,23,1,10,76.84,1017,14,NE,133,0,0
37705,44,2014,4,21,0,1,9,71.85,1017,14,NE,135,0,0
37706,40,2014,4,21,1,1,10,76.84,1016,14,NE,137,0,0
37707,38,2014,4,21,2,1,10,76.84,1016,14,NE,139,0,0
37708,31,2014,4,21,3,1,10,76.84,1017,14,cv,0,0,0
37709,47,2014,4,21,4,1,10,76.84,1016,14,NE,2,0,0
37710,54,2014,4,21,5,1,11,82.14,1016,14,cv,0,0.1,0.1
37711,50,2014,4,21,6,1,11,82.14,1017,14,cv,0,0,0
37712,39,2014,4,21,7,1,11,82.14,1016,14,NE,3,0,0
37713,41,2014,4,21,8,1,11,82.14,1017,14,SE,2,0,0
37714,39,2014,4,21,9,1,12,87.75,1017,14,SE,5,0,0
37715,39,2014,4,21,10,1,11,77.01,1017,15,NE,3,0,0
37716,43,2014,4,21,11,1,10,72.04,1017,15,NE,7,0,0
37717,43,2014,4,21,12,1,10,72.04,1016,15,NE,10,0,0
37718,49,2014,4,21,13,1,9,67.36,1016,15,NE,14,0.1,0.1
37719,45,2014,4,21,14,1,10,72.04,1016,15,NE,17,0.6,0.7
37720,45,2014,4,21,15,1,10,76.84,1016,14,NE,19,2,2.7
37721,46,2014,4,21,16,1,10,82.01,1015,13,NE,22,2.7,5.4
37722,51,2014,4,21,17,1,10,82.01,1015,13,NE,27,2.3,7.7
37723,54,2014,4,21,18,1,10,82.01,1015,13,NE,31,1.4,9.1
37724,60,2014,4,21,19,1,10,82.01,1016,13,NE,34,1.7,10.8
37726,52,2014,4,21,21,1,10,82.01,1017,13,NE,41,1.5,1.5
37727,59,2014,4,21,22,1,10,82.01,1017,13,NE,43,1.8,3.3
37728,45,2014,4,21,23,1,11,87.66,1017,13,NE,45,1.6,4.9
37729,38,2014,4,22,0,1,11,87.66,1018,13,cv,1,1.1,6
37730,38,2014,4,22,1,1,11,87.66,1016,13,NE,3,0.1,6.1
37731,37,2014,4,22,2,1,11,87.66,1016,13,NE,6,0.1,6.2
37732,45,2014,4,22,3,1,11,87.66,1017,13,NE,10,0.1,6.3
37733,55,2014,4,22,4,1,10,87.57,1016,12,NE,13,0,0
37734,58,2014,4,22,5,1,11,93.6,1017,12,NE,14,0,0
37735,57,2014,4,22,6,1,11,87.66,1017,13,NE,15,0,0
37736,55,2014,4,22,7,1,11,87.66,1018,13,NW,2,0,0
37737,65,2014,4,22,8,1,11,87.66,1019,13,NW,4,0,0
37738,76,2014,4,22,9,1,11,82.14,1018,14,NW,6,0,0
37739,108,2014,4,22,10,1,11,77.01,1019,15,NW,9,0,0
37740,73,2014,4,22,11,1,10,67.57,1019,16,NW,13,0,0
37741,45,2014,4,22,12,1,10,63.41,1018,17,NE,2,0,0
37742,36,2014,4,22,13,1,9,52.3,1018,19,cv,2,0,0
37743,28,2014,4,22,14,1,2,28.43,1017,21,NE,4,0,0
37744,40,2014,4,22,15,1,2,28.43,1017,21,NE,6,0,0
37745,37,2014,4,22,16,1,4,32.75,1016,21,NE,10,0,0
37746,42,2014,4,22,17,1,7,42.9,1016,20,NE,14,0,0
37747,46,2014,4,22,18,1,8,48.87,1017,19,NE,17,0,0
37748,57,2014,4,22,19,1,7,48.59,1017,18,NE,20,0,0
37749,59,2014,4,22,20,1,8,55.41,1018,17,NE,22,0,0
37750,67,2014,4,22,21,1,7,55.15,1019,16,SE,3,0,0
37751,76,2014,4,22,22,1,9,67.36,1019,15,SE,6,0,0
37752,83,2014,4,22,23,1,9,67.36,1019,15,SE,8,0,0
37753,85,2014,4,23,0,1,9,71.85,1019,14,SW,1,0,0
37754,79,2014,4,23,1,1,10,82.01,1019,13,SW,2,0,0
37755,85,2014,4,23,2,1,9,81.88,1018,12,SW,3,0,0
37756,90,2014,4,23,3,1,9,81.88,1018,12,cv,0,0,0
37757,95,2014,4,23,4,1,9,87.47,1018,11,cv,0,0,0
37758,97,2014,4,23,5,1,8,87.38,1018,10,cv,0,0,0
37759,98,2014,4,23,6,1,9,81.88,1018,12,cv,0,0,0
37760,91,2014,4,23,7,1,11,77.01,1019,15,cv,0,0,0
37761,70,2014,4,23,8,1,8,52.02,1019,18,SW,2,0,0
37762,47,2014,4,23,9,1,4,37.06,1019,19,NE,4,0,0
37763,48,2014,4,23,10,1,3,30.52,1019,21,SE,4,0,0
37764,35,2014,4,23,11,1,3,30.52,1018,21,SE,9,0,0
37765,27,2014,4,23,12,1,-1,21.52,1018,22,SE,14,0,0
37766,31,2014,4,23,13,1,-2,20,1017,22,SE,21,0,0
37767,30,2014,4,23,14,1,-1,22.88,1016,21,SE,26,0,0
37768,27,2014,4,23,15,1,-5,18.06,1016,20,SE,32,0,0
37769,36,2014,4,23,16,1,-6,16.74,1015,20,SE,38,0,0
37770,33,2014,4,23,17,1,-1,25.89,1015,19,NE,5,0,0
37771,42,2014,4,23,18,1,-1,27.56,1015,18,SE,5,0,0
37772,56,2014,4,23,19,1,4,42.02,1016,17,SE,9,0,0
37773,74,2014,4,23,20,1,6,51.48,1016,16,SE,14,0,0
37774,64,2014,4,23,21,1,6,51.48,1016,16,SE,18,0,0
37775,80,2014,4,23,22,1,6,54.88,1017,15,SE,22,0,0
37776,81,2014,4,23,23,1,9,67.36,1016,15,SE,27,0,0
